order_category,order_value,item_value,quantity,time_to_return_request_hours,refund_amount,return_reason,returned_item_match,item_condition_score,package_weight_delta_pct,vision_confidence_score,account_age_days,lifetime_order_count,lifetime_return_count,total_spent,return_rate,return_velocity_30d,return_velocity_48h,shared_device_count,shared_address_count,shared_payment_fingerprint_count,device_return_velocity_7d,address_return_velocity_7d,payment_return_velocity_7d,cluster_return_velocity_7d
Beauty,151.09,2.83,1,235.85,2.78,Not as expected,True,0.8279516906466885,6.117014706774984,0.9009614703287703,951,58,8,979.2,0.13793103448275862,0,0,1,3,1,0,0,0,0
Other,147.91,147.91,1,538.69,139.07,Changed mind,True,0.8154745213696278,7.435659179777351,0.95954336012804,193,56,5,152.68,0.08928571428571429,0,0,3,5,4,0,7,0,7
Sports,57.76,12.32,1,361.54,11.87,Changed mind,True,0.8690612087734747,4.06339842500639,0.8885026660828439,208,41,5,425.11,0.12195121951219512,0,0,2,2,3,0,0,0,0
Electronics,93.51,93.51,1,362.41,93.0,Changed mind,True,0.9173108913770162,5.025562838479679,0.8960525790325217,5,42,6,339.09,0.14285714285714285,6,0,4,3,2,3,0,0,3
Apparel,306.3,306.3,1,291.63,262.33,Not as expected,True,0.9926012953225303,3.1526048794800876,0.9803833269504156,508,86,76,550.63,0.8837209302325582,13,0,12,12,12,7,7,7,7
Other,223.51,223.51,1,534.02,209.45,Wrong size,True,0.9182731424586013,4.737501460178766,0.8532371136582967,4,61,5,615.87,0.08196721311475409,3,0,1,2,2,1,2,1,2
Beauty,1720.04,134.69,1,2.41,126.56,Changed mind,True,0.833314418714591,8.300029569702644,0.9257561357458234,1,84,9,924.8,0.10714285714285714,9,0,1,5,4,0,1,0,1
Luxury,230.64,230.64,1,380.52,212.48,Not as expected,True,0.8069040503364064,9.836832532182118,0.8634556498428101,194,62,8,100.35,0.12903225806451613,0,0,2,1,2,0,0,0,0
Books,914.19,197.0,1,8.4,188.71,Changed mind,True,0.9857521998326393,7.494377063818964,0.9570119467130475,4,100,11,243.99,0.11,11,0,2,4,2,0,1,4,4
Home,187.01,187.01,1,692.58,166.14,Not as expected,True,0.8813269774799946,1.1654027101055198,0.9375834024623758,2,56,12,646.36,0.21428571428571427,11,0,3,1,1,2,2,2,2
Apparel,70.33,70.33,1,262.55,66.22,Changed mind,True,0.9078409706209573,9.411506999041753,0.875492252083517,259,98,11,693.44,0.11224489795918367,0,0,2,4,2,0,0,0,0
Electronics,350.68,311.68,1,636.38,288.93,Wrong size,True,0.8742405679078695,0.31976380360399514,0.8990951627346233,2,35,5,701.14,0.14285714285714285,4,0,2,4,1,0,0,0,0
Books,131.3,53.16,1,71.89,48.07,Not as expected,True,0.9802269166814856,1.1509103115655017,0.8716415962692354,202,98,9,128.63,0.09183673469387756,1,0,2,3,4,0,0,0,0
Books,194.65,126.32,1,715.84,112.18,Changed mind,True,0.8564160730930032,6.496756603705746,0.9432721839169095,7,83,13,313.87,0.1566265060240964,12,0,2,3,3,1,1,1,1
Apparel,1315.01,7.53,1,7.45,6.93,Wrong size,True,0.9382775816386789,9.571594776730022,0.9326931145707066,7,78,12,301.09,0.15384615384615385,9,0,1,1,1,0,0,0,0
Electronics,76.97,40.77,1,106.94,37.69,Wrong size,True,0.9804660647967893,4.266961674339513,0.9307837897027009,5,69,4,227.82,0.057971014492753624,2,0,2,1,1,0,0,0,0
Apparel,232.67,191.68,1,322.87,183.23,Wrong size,True,0.9303962774727482,3.511667455380989,0.9285580496221767,5,42,6,339.09,0.14285714285714285,6,0,4,3,2,3,0,0,3
Books,478.7,107.18,1,447.77,106.59,Not as expected,True,0.9793955081601693,7.015597860571463,0.9630494170498083,1102,38,2,1237.86,0.05263157894736842,0,0,1,6,1,0,0,0,0
Other,66.35,16.7,1,481.61,14.69,Changed mind,True,0.9902255061090506,0.39218879452617483,0.8505989394158511,81,100,11,146.66,0.11,0,0,3,1,1,0,0,0,0
Home,380.14,260.92,1,80.25,227.11,Wrong size,True,0.8920102709907911,3.890050567256864,0.9428513246733243,0,92,12,379.97,0.13043478260869565,9,0,3,3,3,2,2,2,2
Books,57.46,17.46,1,178.42,16.17,Wrong size,True,0.8494357746584899,9.960180843417861,0.8577709906077868,1187,57,3,855.94,0.05263157894736842,0,0,2,5,1,0,7,0,7
Apparel,43.14,4.77,1,543.47,4.75,Not as expected,True,0.8222343167001102,4.108866211427925,0.9201563089536646,594,60,10,338.04,0.16666666666666666,0,0,1,3,1,0,0,0,0
Beauty,79.73,14.34,1,96.85,12.74,Wrong size,True,0.8008403440298754,4.3104453157672795,0.8599246398566179,1499,30,4,302.76,0.13333333333333333,0,0,2,1,1,0,0,0,0
Beauty,47.22,22.91,1,688.0,20.79,Changed mind,True,0.8120750322285198,6.506786635795898,0.8958649029824577,0,57,4,1044.48,0.07017543859649122,4,0,2,1,1,1,1,1,1
Apparel,508.92,201.84,1,34.5,181.09,Changed mind,True,0.299,4.84786163367411,0.611,716,42,3,987.02,0.07142857142857142,0,0,3,2,5,1,0,3,3
Sports,39.78,39.78,1,365.3,35.06,Changed mind,True,0.8036914155402531,7.213889138419461,0.9222310572521232,1078,92,6,698.96,0.06521739130434782,0,0,3,2,3,0,0,0,0
Electronics,153.32,126.28,1,419.13,125.93,Wrong size,True,0.9415630939169625,3.2173414832948586,0.8579006083108263,0,57,4,1044.48,0.07017543859649122,4,0,2,1,1,1,1,1,1
Apparel,150.46,81.12,1,8000.259176860025,79.44,Changed mind,True,0.685,5.956783110377897,0.806,1279,49,32,570.23,0.6530612244897959,26,3,2,1,1,7,7,7,7
Home,180.94,113.81,1,175.45,104.25,Wrong size,True,0.9573380719836415,2.005130892933251,0.8612824521543742,1310,73,9,227.56,0.1232876712328767,0,0,2,1,2,0,0,0,0
Home,388.65,361.84,1,522.65,320.14,Changed mind,True,0.8154385835807327,0.9394641652756652,0.8806030358814206,1338,45,6,893.93,0.13333333333333333,0,0,2,4,2,0,0,0,0
Sports,245.32,95.89,1,388.2,88.53,Not as expected,False,0.8172729840161798,54.04,0.113,1318,47,4,545.26,0.0851063829787234,0,0,1,4,1,0,0,0,0
Home,55.92,13.05,1,273.46,12.34,Changed mind,True,0.8833001567650064,0.23890257399364123,0.8777752275667251,128,95,87,79.13,0.9157894736842105,25,0,12,12,12,7,7,7,7
Beauty,240.41,130.24,1,461.2,118.71,Changed mind,True,0.9115199394286179,2.098056333394367,0.9052486961932315,1356,68,5,355.32,0.07352941176470588,0,0,1,3,1,0,0,0,0
Electronics,134.43,134.43,1,600.32,121.86,Wrong size,True,0.8442056682868614,6.178984405402733,0.8500769430049477,3,95,11,116.74,0.11578947368421053,10,0,3,2,1,1,1,1,1
Home,590.97,61.07,1,549.76,53.44,Not as expected,True,0.8622885401287126,2.2352103677182433,0.8507135589164222,1172,86,8,162.91,0.09302325581395349,0,0,2,2,2,1,0,0,1
Luxury,711.85,711.85,1,168.7,699.83,Not as expected,True,0.8150090052781338,2.7547285360125184,0.9710675035053813,593,100,14,184.83,0.14,0,0,3,5,3,0,0,0,0
Other,300.31,300.31,1,626.36,260.23,Wrong size,True,0.9290013043747442,1.3390741960333963,0.9864967004970118,255,74,3,1283.74,0.04054054054054054,0,0,2,1,1,0,0,0,0
Books,120.91,58.76,1,8040.976112257842,58.13,Wrong size,True,0.72,5.554587896930242,0.844,473,23,15,606.33,0.6521739130434783,14,2,2,3,2,4,4,4,4
Home,54.44,13.35,1,642.34,11.7,Wrong size,True,0.9935591683524476,6.676821024946259,0.9816280725110377,268,25,5,838.37,0.2,0,0,3,5,3,0,0,0,0
Other,401.51,266.99,1,285.83,248.25,Changed mind,True,0.8966489023351548,3.580926575148272,0.9617116527640217,830,49,4,472.86,0.08163265306122448,0,0,2,1,2,0,0,0,0
Sports,137.28,77.11,1,511.12,70.91,Not as expected,True,0.8822563735684181,6.3573971495056005,0.9313298190737154,1135,86,9,453.81,0.10465116279069768,0,0,2,7,2,0,0,1,1
Apparel,371.87,251.77,1,204.93,235.1,Changed mind,True,0.919900357439593,5.001370810730052,0.9587840688613318,112,76,7,440.44,0.09210526315789473,0,0,4,2,3,0,0,1,1
Sports,81.36,42.73,1,185.84,41.5,Wrong size,True,0.9791171860222246,9.138176110690056,0.9565751303951442,484,61,54,1514.7,0.8852459016393442,11,0,12,12,12,7,7,7,7
Beauty,773.97,334.96,1,93.09,308.18,Wrong size,True,0.8728744212491987,5.299422102501672,0.9792575721217086,1422,100,6,140.09,0.06,0,0,2,2,4,0,0,0,0
Books,637.99,157.4,1,280.14,152.5,Changed mind,True,0.9461533484434802,8.95326333565174,0.8985618992518554,231,90,9,311.92,0.1,0,0,4,2,3,3,0,0,3
Books,1446.4,71.13,1,7.18,65.65,Wrong size,True,0.981556031161451,3.4348958752761103,0.8849772623948418,2,27,2,188.19,0.07407407407407407,0,0,3,2,1,0,0,0,0
Other,1238.28,96.07,1,8.73,85.18,Not as expected,True,0.8583092822662819,6.834302698541661,0.9869108367777297,2,22,3,689.98,0.13636363636363635,2,0,2,4,3,0,0,1,1
Beauty,214.61,214.61,1,628.33,206.63,Not as expected,True,0.9737648102651818,7.321613769143128,0.9176965191585296,90,34,4,525.35,0.11764705882352941,0,0,1,2,3,0,0,0,0
Beauty,124.54,124.54,1,148.73,113.84,Not as expected,True,0.8268219299957523,5.757042632270261,0.9255304417324239,184,85,7,132.71,0.08235294117647059,1,0,3,3,1,0,0,0,0
Electronics,285.01,178.08,1,320.54,175.09,Wrong size,True,0.9702698512970275,2.344900810067995,0.8770156679038467,869,98,9,1150.47,0.09183673469387756,0,0,4,5,2,1,0,0,1
Home,239.2,206.8,1,166.81,203.77,Not as expected,True,0.8819896534813224,1.0095591074252486,0.902407827979681,562,50,5,426.66,0.1,0,0,2,2,2,0,1,1,1
Beauty,597.89,96.35,1,281.92,85.61,Changed mind,True,0.9604613010796432,8.618095759597487,0.9799258147027772,593,100,14,184.83,0.14,0,0,3,5,3,0,0,0,0
Home,136.15,57.58,1,462.27,56.28,Wrong size,True,0.8308938127457619,4.750736952459588,0.8850776545641801,410,96,7,270.54,0.07291666666666667,0,0,2,1,1,0,0,0,0
Other,321.77,321.77,1,613.01,310.18,Changed mind,True,0.9455817564915387,8.421932998248073,0.9653791223701704,1477,34,4,484.02,0.11764705882352941,0,0,2,3,2,0,0,0,0
Luxury,603.62,210.92,1,386.32,190.48,Wrong size,True,0.9297862727298863,8.741541768867599,0.9621698399246074,60,17,2,307.42,0.11764705882352941,0,0,4,6,2,0,1,0,1
Apparel,119.56,8.98,1,505.7,8.79,Not as expected,True,0.879151576104654,8.434355691302715,0.9851924658254557,74,49,5,237.51,0.10204081632653061,0,0,2,3,1,0,1,0,1
Beauty,136.35,136.35,1,377.55,124.8,Wrong size,True,0.9214610417926324,3.787271671726349,0.9436599840819379,479,65,6,2382.33,0.09230769230769231,0,0,1,2,4,0,0,0,0
Apparel,933.96,482.58,1,5.77,469.21,Wrong size,True,0.8527983431283456,5.565734914926418,0.934557717482921,4,86,11,687.86,0.12790697674418605,8,0,1,4,2,1,2,1,2
Home,208.98,208.98,1,613.42,195.82,Wrong size,True,0.8679796468282268,5.292352787282284,0.9504622936511349,1005,63,7,557.87,0.1111111111111111,0,0,1,1,2,0,0,0,0
Apparel,849.68,260.29,1,44.49,226.35,Wrong size,True,0.406,6.636814783271935,0.642,1479,79,6,141.75,0.0759493670886076,0,0,3,3,3,0,0,0,0
Other,46.76,15.25,1,337.27,13.03,Not as expected,True,0.9778289704019604,7.593203755762535,0.9936565280608902,6,71,11,128.63,0.15492957746478872,7,0,3,2,3,3,1,1,3
Other,745.8,256.98,1,568.83,244.62,Wrong size,True,0.9691326440267685,4.2041793461481545,0.8953702309834881,81,100,11,146.66,0.11,0,0,3,1,1,0,0,0,0
Luxury,234.49,78.98,1,542.77,75.98,Changed mind,True,0.8905119905940416,1.0667132051677708,0.9750629842109143,128,95,87,79.13,0.9157894736842105,25,0,12,12,12,7,7,7,7
Other,319.46,290.33,1,97.04,282.33,Changed mind,True,0.8497835569533384,3.0821308778721166,0.9131117353574099,940,81,10,290.99,0.12345679012345678,0,0,3,2,1,1,0,0,1
Luxury,161.6,66.61,1,60.5,57.44,Changed mind,True,0.8326459448741843,9.087890945585753,0.8975145961272053,3,68,8,370.92,0.11764705882352941,5,0,2,1,1,0,0,0,0
Sports,47.0,29.62,1,318.65,28.6,Wrong size,True,0.9545741522583516,7.9689341301704815,0.9499579185367002,7,26,4,40.16,0.15384615384615385,4,0,3,2,3,2,0,2,2
Sports,187.93,0.61,1,216.17,0.58,Not as expected,True,0.801242333703794,2.750760343379058,0.8617805586504349,135,75,6,188.38,0.08,0,0,1,5,4,0,6,0,6
Electronics,411.36,11.19,1,616.01,9.75,Wrong size,True,0.9656221906691403,3.0086823922710257,0.9102823612988927,6,71,12,178.65,0.16901408450704225,8,0,2,3,3,3,3,3,3
Luxury,499.92,133.37,1,126.85,121.47,Changed mind,True,0.94857683657446,3.381863883859139,0.9246319477618034,594,60,10,338.04,0.16666666666666666,0,0,1,3,1,0,0,0,0
Apparel,117.11,117.11,1,542.64,110.43,Wrong size,True,0.8408396254379292,2.8137689422777825,0.9662427629101099,99,93,10,503.49,0.10752688172043011,4,0,4,3,1,2,1,1,2
Luxury,36.49,36.49,1,121.62,19.03,Wrong size,False,0.9651433689433839,55.92,0.328,1121,30,4,524.44,0.13333333333333333,0,0,1,3,3,0,0,0,0
Sports,140.52,140.52,1,348.12,137.19,Wrong size,True,0.827756598455722,2.828957038515986,0.9105471954543096,128,95,87,79.13,0.9157894736842105,25,0,12,12,12,7,7,7,7
Apparel,276.76,27.73,1,621.5,25.1,Wrong size,True,0.9884685715617436,4.230600456323213,0.8505754549196184,208,41,5,425.11,0.12195121951219512,0,0,2,2,3,0,0,0,0
Home,38.89,38.89,1,643.78,37.12,Wrong size,True,0.9435462622706035,7.245908369983582,0.9014450771629388,1028,41,5,185.98,0.12195121951219512,0,0,1,3,1,0,0,0,0
Sports,507.93,238.68,1,686.18,236.54,Not as expected,True,0.851946815719259,7.712528235296593,0.9824965032786163,346,81,3,354.05,0.037037037037037035,1,0,4,3,2,0,0,0,0
Apparel,1915.73,139.16,1,3.51,119.02,Wrong size,True,0.8826323688101921,3.2789349997671713,0.8692085610219589,7,83,12,416.34,0.14457831325301204,9,0,1,2,2,2,2,2,2
Books,506.32,254.8,1,270.68,235.47,Wrong size,True,0.9704046784823488,6.464794262992654,0.8602096638007377,89,61,10,371.03,0.16393442622950818,4,0,2,2,2,0,0,1,1
Home,197.81,70.24,1,53.74,63.24,Changed mind,True,0.8297189095490249,6.604804270062839,0.9007768508090851,455,35,5,306.53,0.14285714285714285,0,0,4,3,3,0,0,0,0
Other,49.7,49.7,1,431.74,46.23,Not as expected,True,0.8449962767442247,3.260279264359328,0.9621137976363575,989,51,4,508.33,0.0784313725490196,0,0,1,5,2,0,0,0,0
Home,53.43,12.63,1,266.17,10.88,Changed mind,True,0.95819762822289,7.864734678342944,0.9425096984150285,2,81,7,188.93,0.08641975308641975,7,0,4,3,1,3,3,3,3
Books,85.11,19.14,1,625.48,16.67,Not as expected,True,0.9635035520351782,0.2648697794397392,0.8691383535536437,0,53,4,278.09,0.07547169811320754,4,0,2,1,2,3,2,2,3
Electronics,60.88,35.39,1,5091.974313031855,34.42,Changed mind,True,0.755,7.6691595342739145,0.804,1426,48,32,158.11,0.6666666666666666,31,3,2,5,2,9,9,9,9
Electronics,584.62,138.72,1,90.67,130.62,Wrong size,True,0.9264730589753035,9.784759352532785,0.980099102294878,93,65,9,1210.6,0.13846153846153847,0,0,4,2,3,1,0,0,1
Other,92.35,92.35,1,451.25,86.53,Not as expected,True,0.8047112698254407,6.894729256159627,0.9092428606320464,259,98,11,693.44,0.11224489795918367,0,0,2,4,2,0,0,0,0
Electronics,447.49,166.71,1,54.68,150.73,Wrong size,True,0.395,6.697853056766396,0.704,479,65,6,2382.33,0.09230769230769231,0,0,1,2,4,0,0,0,0
Beauty,205.12,94.54,1,315.76,91.66,Changed mind,True,0.8140196941049501,9.466035340558225,0.9642089146175444,1,70,7,625.68,0.1,6,0,1,2,1,0,0,0,0
Electronics,108.19,29.02,1,374.62,27.75,Not as expected,True,0.927544770331136,5.349253578963316,0.9720616829200944,372,99,8,282.54,0.08080808080808081,0,0,1,3,3,0,1,0,1
Sports,918.85,791.06,1,58.15,759.56,Changed mind,True,0.9573840912572255,2.8122473302268016,0.8599178080557202,1169,77,2,132.62,0.025974025974025976,0,0,2,3,1,0,0,0,0
Apparel,282.3,134.58,1,621.24,126.51,Not as expected,True,0.9477492390432753,1.154830713183146,0.9590742207451811,65,93,14,326.37,0.15053763440860216,2,0,2,1,1,0,0,0,0
Sports,863.33,667.56,1,457.33,618.79,Changed mind,True,0.9373777586381193,1.0609111085320544,0.9971287795059381,253,17,1,171.08,0.058823529411764705,0,0,1,4,2,0,0,0,0
Luxury,303.11,224.97,1,205.57,207.07,Not as expected,True,0.9770978463339388,4.006020444157949,0.9124868664169289,346,81,3,354.05,0.037037037037037035,1,0,4,3,2,0,0,0,0
Luxury,160.27,110.58,1,54.38,98.48,Not as expected,True,0.9585209894440474,4.4096079597803435,0.9847216778357126,932,88,6,393.1,0.06818181818181818,0,0,2,2,1,0,0,0,0
Other,251.39,251.39,1,65.19,231.78,Not as expected,True,0.9942149720612388,0.039419083684634204,0.9465781478039341,442,79,9,127.79,0.11392405063291139,0,0,2,2,3,0,1,0,1
Electronics,216.54,94.24,1,708.08,93.34,Wrong size,True,0.841754278597072,1.5473600112034924,0.8903353353468171,0,92,10,188.93,0.10869565217391304,9,1,3,1,1,2,2,2,2
Home,117.5,89.32,1,249.79,81.98,Not as expected,True,0.9860666232380197,2.466566826773202,0.9050129422507431,4,78,9,979.8,0.11538461538461539,7,0,2,2,2,0,0,2,2
Books,407.47,80.52,1,560.86,79.89,Not as expected,True,0.8454217346367254,4.923467043533794,0.943626227094726,1019,81,5,246.37,0.06172839506172839,1,0,2,3,3,0,0,0,0
Apparel,140.26,85.96,1,184.49,74.79,Wrong size,True,0.9512653372061983,1.2994448950765147,0.9623410740584148,784,40,4,412.12,0.1,0,0,2,3,3,0,0,0,0
Other,800.16,203.93,1,1.14,187.42,Changed mind,True,0.9817753590312976,3.517853772699241,0.9265412471338065,1,72,11,810.02,0.1527777777777778,10,0,4,3,3,1,0,0,1
Luxury,257.85,84.78,1,406.44,75.32,Wrong size,True,0.8174128367419229,8.869464348726105,0.8804958774359853,1324,33,3,530.87,0.09090909090909091,0,0,4,2,1,0,0,0,0
Beauty,715.29,715.29,1,694.69,609.66,Changed mind,True,0.8383765491296491,4.38471807498389,0.990154160619851,1,77,14,135.77,0.18181818181818182,12,1,2,2,1,3,3,3,3
Beauty,768.36,768.36,1,170.85,635.09,Not as expected,False,0.9957236777757303,53.46,0.087,594,60,10,338.04,0.16666666666666666,0,0,1,3,1,0,0,0,0
Other,73.73,73.73,1,465.45,67.51,Changed mind,True,0.9079567312220486,3.9594000234390636,0.9564416020546955,40,22,4,121.36,0.18181818181818182,3,0,2,3,1,0,0,0,0
Books,120.45,120.45,1,711.85,113.11,Changed mind,True,0.8522387090945701,9.360810513459004,0.9926016833445395,589,88,6,250.7,0.06818181818181818,0,0,2,4,2,0,0,1,1
Luxury,854.65,134.78,1,7.79,127.34,Wrong size,True,0.877746498669618,6.090799806055594,0.9262631418633166,1,39,4,808.03,0.10256410256410256,2,0,3,2,3,1,1,1,1
Other,459.68,346.69,1,505.34,342.64,Changed mind,True,0.9519837770971846,0.4065806982343545,0.8807526485827917,0,91,7,120.83,0.07692307692307693,5,0,2,3,2,0,0,0,0
Beauty,861.76,523.68,1,364.18,460.78,Wrong size,True,0.9792446172653951,8.435697138561599,0.8620199838615414,1021,25,1,412.49,0.04,0,0,2,4,3,0,0,0,0
Apparel,137.41,137.41,1,163.1,136.54,Changed mind,True,0.8014240269348287,1.7595112278997826,0.9757766118203158,1066,32,3,329.3,0.09375,0,0,2,4,3,0,0,0,0
Home,174.92,174.92,1,275.65,157.28,Not as expected,True,0.8053415731608008,0.830168962040464,0.9170441256588252,1363,53,45,400.24,0.8490566037735849,5,0,12,12,12,7,7,7,7
Books,43.49,21.38,1,117.63,18.74,Wrong size,True,0.8620791474436795,0.5087024966872578,0.9551205505179889,69,92,8,304.12,0.08695652173913043,2,0,3,5,2,2,1,0,2
Apparel,223.69,59.43,1,634.03,56.58,Wrong size,True,0.8814278300390245,2.43326871152735,0.8713106223296663,1195,52,3,1203.73,0.057692307692307696,1,0,1,3,3,0,0,0,0
Other,324.32,6.06,1,698.53,5.37,Changed mind,True,0.8987977875896702,0.6532813261773396,0.862695994634224,3,94,11,146.86,0.11702127659574468,10,0,1,3,4,3,3,3,3
Apparel,368.43,368.43,1,647.05,334.45,Changed mind,True,0.8653750896154206,4.833633917146056,0.9362639283990681,1089,66,8,518.13,0.12121212121212122,0,0,2,3,3,0,0,1,1
Sports,49.3,1.1,1,561.27,0.96,Wrong size,True,0.9848964596075103,4.748489543968559,0.9570604916492267,0,82,10,196.84,0.12195121951219512,9,0,2,4,4,2,2,2,2
Luxury,126.75,126.75,1,603.42,117.83,Not as expected,True,0.9749840693460232,2.3916758574713826,0.9034601635711378,1361,75,10,1688.22,0.13333333333333333,0,0,2,4,2,0,0,0,0
Home,160.19,109.99,1,660.57,104.15,Wrong size,True,0.8124488803734916,7.455366817502133,0.9356292028831543,2,31,5,943.19,0.16129032258064516,4,0,1,4,2,0,0,0,0
Home,69.39,69.39,1,621.5,62.04,Wrong size,True,0.9976491752742513,0.17766077415850123,0.9806102387126758,823,58,6,213.14,0.10344827586206896,1,0,2,1,1,0,0,0,0
Other,37.94,37.94,1,507.27,33.12,Not as expected,True,0.9002760919001238,6.654645536495031,0.8903242173647125,1080,25,20,850.7,0.8,5,0,12,12,12,7,7,7,7
Other,28.58,14.52,1,442.31,13.89,Changed mind,True,0.8977475698565897,8.217014259265984,0.9868144553083678,3,59,4,133.63,0.06779661016949153,4,0,4,2,1,0,2,0,2
Books,90.11,90.11,1,157.66,83.89,Wrong size,True,0.8559776139669208,5.859904788631114,0.885466132996835,539,55,5,509.57,0.09090909090909091,0,0,1,5,1,0,7,0,7
Apparel,140.4,11.03,1,444.43,10.64,Changed mind,True,0.8733097552940394,6.0329760355649595,0.9706557748782181,796,71,3,936.49,0.04225352112676056,0,0,5,3,2,0,0,0,0
Books,486.25,165.64,1,306.49,144.37,Changed mind,True,0.8725421021829819,1.072136848519698,0.995495321004236,1478,64,8,510.85,0.125,1,0,1,2,4,0,2,0,2
Other,134.48,134.48,1,23067.79817366359,128.25,Not as expected,True,0.852,8.242569882902513,0.804,1279,49,32,570.23,0.6530612244897959,26,3,2,1,1,7,7,7,7
Home,702.07,204.68,1,673.14,190.85,Wrong size,True,0.9294472248054306,6.951507673308322,0.9179798036368685,217,51,6,788.76,0.11764705882352941,0,0,1,2,1,0,0,0,0
Books,1175.72,77.85,1,1.66,68.26,Changed mind,True,0.8748417044948078,5.879683037293698,0.9173298917442403,6,65,7,129.54,0.1076923076923077,6,0,2,4,2,1,1,1,1
Luxury,133.09,73.78,1,167.22,64.23,Not as expected,True,0.9382045787321078,7.521796176611181,0.8677094226721732,783,78,6,212.45,0.07692307692307693,0,0,3,2,2,0,0,0,0
Apparel,104.55,47.1,1,57.76,43.37,Wrong size,True,0.9101417074575378,0.10652794920205544,0.9302276072865998,607,99,10,1140.68,0.10101010101010101,0,0,2,2,2,0,0,1,1
Apparel,219.26,219.26,1,222.09,197.55,Changed mind,True,0.9520608874898974,2.719605732019793,0.8752276517139422,2,82,6,1389.98,0.07317073170731707,4,0,2,3,3,0,0,0,0
Home,82.51,82.51,1,348.54,70.38,Not as expected,True,0.8349610404519925,9.576954094195388,0.8805420263623125,765,32,6,413.76,0.1875,2,0,2,2,3,0,0,0,0
Sports,510.49,161.64,1,540.82,154.73,Wrong size,True,0.828110049539518,8.802541358002893,0.9132744074842059,853,80,2,2408.91,0.025,0,0,2,2,2,0,0,0,0
Books,110.86,58.1,1,236.18,55.96,Not as expected,True,0.8955829369186691,1.614889627605336,0.9717095940520828,383,94,9,130.84,0.09574468085106383,0,0,3,2,5,0,0,3,3
Home,168.92,33.3,1,450.47,29.4,Changed mind,True,0.8183390138372757,4.098362582637723,0.8900573390618252,194,62,8,100.35,0.12903225806451613,0,0,2,1,2,0,0,0,0
Apparel,72.92,72.92,1,160.74,63.67,Changed mind,True,0.9730397329760698,5.620427251046356,0.8610880548605709,42,43,4,458.49,0.09302325581395349,2,0,2,2,3,7,0,0,7
